Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
WASP-19 b,0.984,0.319,0.141,1.39,1.069,2498,2100,3.136,0.7888,1.572,10.5,268.32,5568,4.45,TRUE,nexsci
WASP-1 b,,,,1.48,0.854,2154,1811,2.983,2.5199,,10.3,393.07,6110,4.21,TRUE,nexsci
WASP-21 b,0.068,0.11,0.226,1.07,0.3,1502,1263,2.813,4.3225,3.4224,10,258.43,5800,4.28,TRUE,nexsci
WASP-22 b,0.138,0.125,0.114,1.23,0.67,1767,1486,3.04,3.5327,3.4802,10.3,317.65,6000,4.5,TRUE,nexsci
WASP-24 b,0.341,0.166,0.078,1.38,1.24,2173,1827,3.208,2.3412,2.6832,10.1,322.11,6075,4.26,TRUE,nexsci
WASP-25 b,0.05,0.128,0.202,1.07,0.44,1356,1140,2.979,3.7648,2.784,10.2,211.42,5750,4.5,TRUE,nexsci
WASP-26 b,0.23,0.16,0.106,1.21,0.85,1915,1610,3.158,2.7566,2.383,9.7,252.76,6034,4.44,TRUE,nexsci
WASP-28 b,0.122,0.118,0.082,1.21,0.907,1742,1465,3.184,3.4088,3.2376,10.7,348.49,6150,4.37,TRUE,nexsci
WASP-31 b,0.199,0.154,0.25,1.55,0.478,1872,1574,2.694,3.4059,2.6472,10.7,383.83,6302,4.31,TRUE,nexsci
WASP-29 b,0.02,0.103,0.23,0.77,0.23,1144,962,2.983,3.9227,2.6486,8.8,87.6,4800,4.5,TRUE,nexsci
WASP-2 b,0.141,0.179,0.098,1.08,0.931,1563,1314,3.296,2.1522,1.7693,9.6,153.24,5180,4.51,TRUE,nexsci
EPIC 212587672 b,,,,0.11,0.00669,,756,3.121,15.2808,3.552,10.9,320.07,6004,4.45,TRUE,nexsci
WASP-32 b,0.109,0.108,0.021,0.96,2.63,1729,1454,3.85,2.7187,2.424,10.2,275.99,6140,4.4,TRUE,nexsci
WASP-33 b,5.093,1.185,0.371,1.59,2.093,3307,2781,3.311,1.2199,2.8512,7.5,121.94,7430,4.25,TRUE,nexsci
WASP-34 b,0.059,0.145,0.165,1,0.56,1362,1145,3.142,4.3177,2.1024,8.8,132.1,5700,4.5,TRUE,nexsci
WASP-35 b,0.236,0.235,0.221,1.3,0.71,1718,1445,3.018,3.1616,3.0672,9.5,202.22,5990,4.4,TRUE,nexsci
WASP-36 b,0.266,0.147,0.035,1.33,2.361,2068,1739,3.522,1.5374,1.8158,11.3,386.35,5959,4.49,TRUE,nexsci
WASP-37 b,0.069,0.093,0.032,1.16,1.8,1575,1324,3.521,3.5775,3.1296,11.1,392.79,5800,4.41,TRUE,nexsci
WASP-38 b,0.161,0.217,0.045,1.23,3.44,1593,1340,3.751,6.8719,4.6608,8,136.24,6180,4.25,TRUE,nexsci
WASP-39 b,0.056,0.146,0.408,1.27,0.28,1333,1121,2.634,4.0553,2.8032,10.2,213.98,5400,4.45,TRUE,nexsci
WASP-3 b,0.811,0.296,0.07,1.42,2.43,2481,2087,3.475,1.8468,2.7883,9.4,231.16,6400,4.25,TRUE,nexsci
WASP-41 b,0.101,0.186,0.137,1.1,0.85,1444,1215,3.241,3.0524,2.6376,9.7,163.37,5545,4.53,TRUE,nexsci
WASP-42 b,0.025,0.103,0.153,1.12,0.527,1214,1021,3.016,4.9817,2.8903,10,177.29,5315,4.51,TRUE,nexsci
WASP-43 b,0.412,0.367,0.069,0.93,1.78,1640,1379,3.708,0.8135,1.1592,9.3,86.75,4400,4.49,TRUE,nexsci
WASP-44 b,0.071,0.085,0.053,1.1,0.87,1596,1342,3.251,2.4238,2.2368,11.3,364.51,5420,4.49,TRUE,nexsci
WASP-45 b,0.034,0.076,0.042,0.95,0.964,1368,1150,3.427,3.1261,1.6824,10.3,211.2,5150,4.5,TRUE,nexsci
WASP-46 b,0.211,0.132,0.034,1.17,1.91,1949,1639,3.536,1.4304,1.6735,11.4,375.31,5600,4.49,TRUE,nexsci
WASP-64 b,0.265,0.158,0.062,1.27,1.271,1959,1647,3.29,1.5733,2.3998,11,369.93,5400,4.39,TRUE,nexsci
WASP-65 b,0.171,0.147,0.048,1.11,1.55,1766,1485,3.492,2.3114,2.735,10.3,273.7,5600,4.4,TRUE,nexsci
WASP-47 b,0.063,0.102,0.055,1.13,1.14243,1491,1254,3.348,4.1591,3.5722,10.2,264.78,5552,4.34,TRUE,nexsci
WASP-47 d,0.001,0.005,0.03,0.32,0.04122,1166,980,3.002,9.0308,4.288,10.2,264.78,5552,4.34,TRUE,nexsci
WASP-47 e,0.016,0.005,0.011,0.16,0.02149,2628,2210,3.313,0.7896,1.899,10.2,264.78,5552,4.34,TRUE,nexsci
WASP-48 b,0.431,0.178,0.13,1.5,0.8,2299,1934,2.945,2.1436,3.1848,10.4,454.14,5920,4.03,TRUE,nexsci
WASP-49 b,0.134,0.155,0.233,1.11,0.37,1625,1366,2.872,2.7817,2.14,9.7,194.55,5600,4.5,TRUE,nexsci
WASP-52 b,0.196,0.251,0.317,1.27,0.46,1545,1299,2.849,1.7498,1.8096,10.1,174.82,5000,4.58,TRUE,nexsci
WASP-4 b,0.405,0.248,0.11,1.32,1.186,1943,1634,3.226,1.3382,2.1283,10.7,267.21,5400,4.47,TRUE,nexsci
WASP-50 b,0.199,0.207,0.077,1.17,1.4688,1658,1394,3.428,1.9551,1.8058,10,184.85,5400,4.54,TRUE,nexsci
WASP-53 b,,,,1.07,2.132,1254,1055,3.661,3.3098,,10.4,201.34,4953,4.55,TRUE,nexsci
WASP-54 b,0.507,0.28,0.328,1.58,0.59,2078,1747,2.768,3.6936,4.4712,9,251.3,6100,4,TRUE,nexsci
WASP-59 b,0.001,0.034,0.045,0.78,0.863,789,663,3.552,7.9196,2.448,9.7,115.94,4650,4.72,TRUE,nexsci
WASP-55 b,0.078,0.131,0.169,1.33,0.61,1495,1257,2.932,4.4656,3.5333,10.4,297.46,5900,4.3,TRUE,nexsci
WASP-56 b,0.024,0.064,0.087,0.94,0.45,1328,1117,3.101,4.6171,3.5616,10.5,321.08,5600,4.5,TRUE,nexsci
WASP-57 b,0.061,0.076,0.063,1.05,0.644,1595,1341,3.161,2.8389,2.304,11.2,398.28,5600,4.45,TRUE,nexsci
WASP-58 b,0.102,0.146,0.119,1.43,0.97,1550,1303,3.07,5.0172,3.7968,10.3,290.4,5800,4.27,TRUE,nexsci
WASP-60 b,0.034,0.048,0.044,0.88,0.55,1554,1307,3.246,4.305,3.336,10.6,431.05,5900,4.2,TRUE,nexsci
WASP-61 b,0.14,0.094,0.024,1.41,2.68,1955,1644,3.524,3.8559,3.9504,11,488.66,6250,4.26,TRUE,nexsci
WASP-62 b,0.207,0.241,0.342,1.32,0.52,1658,1394,2.869,4.412,3.816,8.9,175.63,6230,4.45,TRUE,nexsci
WASP-63 b,0.205,0.161,0.269,1.41,0.37,1812,1523,2.664,4.3781,5.34,9.4,290.68,5550,4.01,TRUE,nexsci
WASP-66 b,0.208,0.111,0.031,1.4,2.35,2149,1807,3.473,4.0861,4.5024,10.5,500.26,6600,4.3,TRUE,nexsci
WASP-67 b,0.024,0.091,0.162,1.15,0.43,1229,1034,2.906,4.6144,1.896,10.1,189.47,5200,4.35,TRUE,nexsci
WASP-68 b,0.211,0.17,0.099,1.32,1.08,1820,1531,3.186,5.0843,5.136,8.9,226.4,5910,4.17,TRUE,nexsci
WASP-69 b,0.077,0.335,0.801,1.11,0.29,1175,988,2.766,3.8681,2.2296,7.5,49.96,4700,4.5,TRUE,nexsci
WASP-75 b,0.231,0.137,0.072,1.27,1.07,2028,1705,3.216,2.4842,1.886,10.1,294,6100,4.29,TRUE,nexsci
WASP-6 b,0.042,0.124,0.222,1.03,0.37,1300,1093,2.937,3.361,2.6064,10.3,197.12,5450,4.6,TRUE,nexsci
WASP-70 A b,0.133,0.146,0.146,1.16,0.59,1657,1393,3.033,3.713,3.3336,9.6,222.35,5763,4.31,TRUE,nexsci
WASP-71 b,0.309,0.15,0.053,1.18,1.39,2177,1831,3.393,2.9037,5.0184,9.3,362.71,6050,3.9,TRUE,nexsci
WASP-72 b,0.462,0.134,0.028,1.29,2.3,2747,2310,3.535,2.2167,3.7392,9.6,434.75,6250,4.09,TRUE,nexsci
WASP-73 b,0.386,0.153,0.03,1.42,2.86,2352,1978,3.546,4.0872,5.592,9,316.68,6030,3.93,TRUE,nexsci
WASP-74 b,0.818,0.379,0.292,1.36,0.72,2206,1855,2.984,2.1378,2.292,8.2,149.22,5990,4.39,TRUE,nexsci
WASP-76 b,2.239,0.729,0.554,1.83,0.92,2595,2182,2.833,1.8099,3.6936,8.2,194.46,6250,4.13,TRUE,nexsci
WASP-77 A b,1.203,0.606,0.136,1.38,2.29,2071,1742,3.474,1.36,2.16,8.4,105.17,5365,4.33,TRUE,nexsci
WASP-78 b,0.654,0.164,0.098,1.93,1.11,2938,2470,2.868,2.1752,4.968,11,754.26,6100,4.1,TRUE,nexsci
WASP-79 b,0.567,0.321,0.301,1.67,0.85,2101,1767,2.878,3.6624,3.816,9.1,246.69,6600,4.2,TRUE,nexsci
WASP-7 b,0.27,0.256,0.191,1.33,0.96,1767,1486,3.129,4.9546,3.7752,8.4,162.3,6400,4.23,TRUE,nexsci
WASP-90 b,0.242,0.12,0.139,1.63,0.63,2189,1840,2.769,3.9162,3.3552,10.2,466.43,6430,4.03,TRUE,nexsci
WASP-91 b,0.066,0.143,0.058,1.03,1.34,1360,1144,3.496,2.7986,2.3424,9.7,149.94,4920,4.3,TRUE,nexsci
WASP-80 b,0.024,0.267,0.363,1,0.538,984,827,3.126,3.0679,2.131,8.4,49.79,4143,4.66,TRUE,nexsci
WASP-81 b,,,,1.43,0.729,1926,1620,2.947,2.7165,,10.9,398.5,5870,4.26,TRUE,nexsci
WASP-82 b,0.948,0.329,0.184,1.62,1.17,2547,2142,3.043,2.7058,4.992,8.8,275.66,6480,3.96,TRUE,nexsci
WASP-83 b,0.027,0.07,0.154,1.04,0.3,1333,1121,2.837,4.9713,3.3648,10.4,271.1,5510,4.44,TRUE,nexsci
WASP-84 b,0.005,0.085,0.127,0.94,0.694,950,799,3.287,8.5235,2.7689,8.9,100.59,5314,4.4,TRUE,nexsci
WASP-85 A b,0.364,0.366,0.188,1.24,1.265,1721,1447,3.309,2.6557,2.5958,8.7,141.89,6112,4.5,TRUE,nexsci
WASP-88 b,0.177,0.122,0.21,1.46,0.42,1951,1640,2.689,4.954,6.048,10.3,523.76,6430,3.96,TRUE,nexsci
WASP-89 b,0.029,0.071,0.007,1.04,5.9,1335,1123,4.131,3.3564,2.46,11,290.95,5130,4.51,TRUE,nexsci
WASP-8 b,0.033,0.192,0.069,1.13,2.54,1152,968,3.693,8.1587,4.3968,8.1,89.96,5600,4.5,TRUE,nexsci
WASP-92 b,0.246,0.114,0.089,1.46,0.805,2235,1879,2.971,2.1747,2.7672,11.5,575.89,6280,4.26,TRUE,nexsci
WASP-93 b,0.43,0.192,0.094,1.6,1.47,2308,1941,3.155,2.7325,2.2344,9.9,370.28,6700,4.2,TRUE,nexsci
WASP-94 A b,0.409,0.333,0.522,1.58,0.5,1835,1543,2.696,3.9502,4.488,8.9,211.21,6170,4.27,TRUE,nexsci
WASP-95 b,0.572,0.338,0.123,1.23,1.44,2006,1687,3.373,2.1847,2.784,8.6,137.54,5830,4.36,TRUE,nexsci
WASP-96 b,0.059,0.086,0.113,1.2,0.48,1529,1286,2.917,3.4253,2.4264,10.9,352.46,5540,4.42,TRUE,nexsci
WASP-97 b,0.353,0.261,0.096,1.14,1.36,1849,1555,3.414,2.0728,2.5824,9,151.07,5640,4.45,TRUE,nexsci
WASP-98 b,0.044,0.096,0.07,1.14,0.922,1392,1170,3.242,2.9626,1.908,11.3,281.74,5473,4.61,TRUE,nexsci
WASP-99 b,0.137,0.148,0.034,1.02,2.43,1687,1418,3.763,5.7525,5.256,8.1,158.66,6150,4.3,TRUE,nexsci
Wolf 503 b,0,0.005,0.06,0.18,0.015,940,791,3.055,6.0012,1.321,7.6,44.53,4716,4.62,TRUE,nexsci
WTS-1 b,,,,1.49,4.01,1773,1491,3.651,3.3521,,15.3,2346.01,6250,4.4,TRUE,nexsci
WTS-2 b,,,,1.36,1.12,1823,1533,3.174,1.0187,,13.4,1030.77,5000,4.6,TRUE,nexsci
XO-2 N b,0.136,0.166,0.14,0.99,0.566,1588,1336,3.153,2.6159,2.6839,9.3,154.27,5340,4.43,TRUE,nexsci
XO-1 b,0.082,0.18,0.154,1.14,0.83,1400,1177,3.199,3.9415,2.9712,9.5,163.55,5750,4.51,TRUE,nexsci
XO-3 b,0.466,0.243,0.021,1.41,7.29,2150,1808,3.959,3.1915,2.5032,8.8,213.05,6429,3.95,TRUE,nexsci
XO-4 b,,,,1.25,1.42,1879,1580,3.353,4.1251,,9.4,272.65,6397,4.18,TRUE,nexsci
XO-5 b,0.052,0.091,0.048,1.14,1.19,1459,1227,3.356,4.1878,3.1176,10.3,276.21,5430,4.35,TRUE,nexsci
XO-6 b,0.266,0.213,0.054,2.07,4.4,1875,1577,3.406,3.765,2.9,9.2,235.48,6720,4.04,TRUE,nexsci
HD 219666 b,0.007,0.024,0.13,0.42,0.05223,1276,1073,2.866,6.0361,2.158,8.2,94.17,5527,4.4,TRUE,nexsci
HD 1397 b,0.119,0.208,0.287,1.03,0.415,1462,1230,2.99,11.5353,8.6016,6,79.57,5521,3.82,TRUE,nexsci
K2-284 b,0,0.004,0.043,0.25,0.0256,849,714,3.014,4.7951,2.147,10.1,107.27,4140,4.67,TRUE,nexsci
HD 23472 b,0,0.002,0.013,0.17,0.05638,678,570,3.7,17.667,2.512,7.2,39.03,4813,4.38,TRUE,nexsci
pi Men c,0.013,0.031,0.248,0.18,0.01517,1388,1167,3.055,6.2679,2.969,4.2,18.27,6037,4.42,TRUE,nexsci
WASP-147 b,0.06,0.064,0.129,1.11,0.275,1669,1403,2.739,4.6027,4.3944,10.9,436.1,5702,4.21,TRUE,nexsci
WASP-160 B b,0.031,0.08,0.189,1.09,0.278,1333,1121,2.763,3.7685,2.8442,11.1,288.33,5298,4.5,TRUE,nexsci
KELT-23 A b,0.52,0.391,0.255,1.32,0.938,1862,1565,3.123,2.2553,2.278,8.9,126.26,5899,4.42,TRUE,nexsci
WASP-164 b,0.169,0.115,0.027,1.13,2.13,1913,1608,3.618,1.7771,1.6037,11,327.51,5806,4.46,TRUE,nexsci
WASP-165 b,0.106,0.068,0.054,1.26,0.658,1934,1626,3.012,3.4655,4.176,11,602.24,5599,3.93,TRUE,nexsci
Kepler-1658 b,0.096,0.031,0.002,1.07,5.88,2598,2185,4.105,3.8494,2.6605,10.2,788.24,6216,3.67,TRUE,nexsci
HD 136352 b,0.002,0.015,0.136,0.15,0.01485,1077,906,3.225,11.578,3.935,4.2,14.68,5664,4.39,TRUE,nexsci
HATS-59 b,0.014,0.036,0.033,1.13,0.806,1341,1128,3.197,5.4161,3.5928,12.2,642.88,5670,4.42,TRUE,nexsci
HD 136352 d,0,0.003,0.193,0.23,0.02775,513,431,3.118,107.245,8.87,4.2,14.68,5664,4.39,TRUE,nexsci
HD 72490 b,,,,1.2,1.768,460,386,3.483,858,,5.6,126.34,4934,3.21,TRUE,nexsci
CoRoT-21 b,,,,1.3,2.26,2431,2044,3.52,2.7247,4.76,13.8,1398.83,6200,3.7,TRUE,nexsci
HATS-70 b,0.267,0.066,0.003,1.38,12.9,3272,2751,4.223,1.8882,3.624,12,1458.83,7930,4.17,TRUE,nexsci
K2-289 b,0.001,0.019,0.087,0.81,0.192,979,823,2.858,13.157,4.032,10.6,274.3,5529,4.39,TRUE,nexsci
WASP-190 b,0.069,0.061,0.037,1.15,1,1803,1516,3.273,5.3678,4.464,10.7,542.25,6400,4.17,TRUE,nexsci
HD 23472 c,0,0.001,0.019,0.19,0.05405,572,481,3.56,29.625,2.944,7.2,39.03,4813,4.38,TRUE,nexsci
HD 136352 c,0,0.016,0.21,0.26,0.03536,806,678,3.113,27.5922,3.251,4.2,14.68,5664,4.39,TRUE,nexsci
K2-292 b,0,0.003,0.012,0.23,0.07709,951,799,3.539,16.9841,3.66,8.4,114.29,5725,4.33,TRUE,nexsci
K2-63 c,0,0.001,0.011,0.35,0.0455,1140,959,2.969,25.4556,4.8,11.3,517.53,6771,4.15,TRUE,nexsci
KOI-1599.01,0,0,0.004,0.17,0.01447,858,722,3.094,20.4415,6.642,13.2,1131.64,5833,4.47,TRUE,nexsci
KOI-1599.02,0,0,0.002,0.17,0.02832,983,827,3.385,13.6088,5.175,13.2,1131.64,5833,4.47,TRUE,nexsci
K2-293 b,0,0,0.009,0.22,0.0207,,750,3.029,13.1225,3.98,11.5,392.25,5532,4.52,TRUE,nexsci
TOI-172 b,0.02,0.039,0.004,0.96,5.42,1429,1201,4.159,9.4772,4.7136,9.7,342.83,5645,3.99,TRUE,nexsci
K2-294 b,0,0.001,0.007,0.15,0.0107,,1425,3.083,2.5039,2.6,10.9,373.08,5612,4.2,TRUE,nexsci
Qatar-7 b,0.382,0.145,0.054,1.7,1.88,2438,2050,3.207,2.032,3.5784,11.6,705.98,6387,4.2,TRUE,nexsci
HD 202772 A b,1.445,0.495,0.293,1.54,1.017,2536,2133,3.024,3.309,5.6304,7,161.5,6272,3.85,TRUE,nexsci
Kepler-1695 b,0,0,0.002,0.1,0.00458,1358,1142,3.055,4.7329,1.5691,13,791.17,5473,4.43,TRUE,nexsci
KOI-3680 b,0,0,0.003,0.99,1.93,448,377,3.689,141.2417,6.7645,13.1,921.99,5830,4.47,TRUE,nexsci
LHS 1140 c,0,0.001,0.094,0.1,0.00554,511,430,3.104,3.7779,1.1,8.8,14.99,3216,5.06,TRUE,nexsci
K2-285 c,0,0.004,0.032,0.32,0.04933,883,743,3.091,7.138,2.52,10,154.96,4975,4.4,TRUE,nexsci
K2-285 d,0,0.001,0.022,0.22,0.02045,739,621,3.016,10.4558,2.504,10,154.96,4975,4.4,TRUE,nexsci
K2-285 e,0,0,0.005,0.17,0.03367,597,502,3.44,14.7629,2.3,10,154.96,4975,4.4,TRUE,nexsci
K2-286 b,0,0,0.024,0.19,0.0159,422,355,3.052,27.359,3,9.3,76.15,3926,4.7,TRUE,nexsci
K2-287 b,,,,0.85,0.315,973,818,3.037,14.8933,,9.2,158.34,5695,4.4,TRUE,nexsci
K2-288 B b,0,0,0.035,0.17,0.0134,268,225,3.06,31.3935,2.112,9.7,65.61,3341,4.96,TRUE,nexsci
WASP-161 b,0.107,0.087,0.021,1.14,2.49,1850,1556,3.674,5.406,5.1288,9.8,343.08,6400,4.11,TRUE,nexsci
NGTS-16 b,0.026,0.038,0.04,1.3,0.667,1531,1287,2.99,4.8453,3.061,12.6,898.17,5550,4.35,TRUE,nexsci
Kepler-1701 b,0,0,0.004,0.2,0.0175,361,304,3.044,169.134,8.614,12.7,584.14,5146,4.53,TRUE,nexsci
Kepler-411 d,0,0,0.02,0.3,0.04782,490,412,3.131,58.0204,5.669,10.1,153.68,4987,4.59,TRUE,nexsci
Kepler-1702 b,0,0,0.002,0.14,0.0101,699,588,3.088,18.5012,3.179,14,857.14,5093,4.65,TRUE,nexsci
WASP-163 b,0.338,0.21,0.055,1.2,1.87,1943,1634,3.506,1.6097,2.232,10.1,261.39,5500,4.41,TRUE,nexsci
WASP-170 b,0.111,0.11,0.036,1.1,1.6,1696,1426,3.519,2.3448,2.04,10.7,305.6,5600,4.47,TRUE,nexsci
LHS 3844 b,0.002,0.017,0.14,0.12,0.00708,962,809,3.115,0.4629,0.5212,9.1,14.88,3036,5.06,TRUE,nexsci
Kepler-730 c,0,0,0.002,0.14,0.00971,1914,1610,3.089,2.8519,2.76,14.1,1935.04,5620,4.16,TRUE,nexsci
EPIC 205950854 c,,,,0.12,0.00714,,961,3.112,8.0507,3.72,10.5,243.94,5503,4.39,TRUE,nexsci
HATS-67 b,0.278,0.093,0.044,1.69,1.45,2606,2191,3.102,1.6092,1.9464,12.3,960.11,6594,4.28,TRUE,nexsci
HATS-61 b,0.02,0.035,0.007,1.2,3.4,1456,1224,3.771,7.818,5.5296,11.5,679.76,5542,4.03,TRUE,nexsci
Kepler-1698 b,0.001,0.001,0.012,0.1,0.00394,1722,1448,3.025,1.2107,1.434,10.9,222.34,4975,4.61,TRUE,nexsci
EPIC 206317286 b,,,,0.09,0.00264,,,2.947,1.5825,1.752,11.6,314.35,4864,4.57,TRUE,nexsci
HATS-62 b,0.029,0.049,0.156,1.05,0.179,1468,1234,2.601,3.2769,2.7653,12.1,523.07,5416,4.45,TRUE,nexsci
HATS-64 b,0.13,0.07,0.058,1.68,0.96,2131,1792,2.926,4.9089,5.8056,11.7,1080.15,6554,3.98,TRUE,nexsci
K2-291 b,0.005,0.005,0.018,0.14,0.02042,1663,1398,3.4,2.2252,1.719,8.4,90.06,5520,4.5,TRUE,nexsci
K2-290 b,0.002,0.005,0.025,0.27,0.0343,1462,1229,3.057,9.2117,4.96,9.4,272.91,6302,4.23,TRUE,nexsci
HATS-65 b,0.176,0.121,0.106,1.5,0.821,1943,1634,2.956,3.1052,2.8848,11.1,493.32,6277,4.3,TRUE,nexsci
HATS-66 b,0.102,0.042,0.005,1.41,5.33,2374,1996,3.822,3.1414,4.5432,12.8,1477.98,6626,4.06,TRUE,nexsci
HATS-63 b,0.051,0.054,0.033,1.21,0.96,1664,1399,3.213,3.0567,2.448,12.2,623.23,5627,4.35,TRUE,nexsci
HATS-69 b,0.041,0.054,0.042,0.94,0.577,1542,1297,3.205,2.2253,2.3578,11.9,414.54,5137,4.5,TRUE,nexsci
HATS-68 b,0.11,0.061,0.026,1.23,1.29,2071,1741,3.324,3.5862,3.42,10.9,603.96,6147,4.08,TRUE,nexsci
K2-290 c,0,0.014,0.038,1.01,0.774,804,676,3.278,48.3668,8.14,9.4,272.91,6302,4.23,TRUE,nexsci
HATS-60 b,0.088,0.069,0.055,1.15,0.662,1816,1527,3.091,3.5608,3.8592,11,486.47,5688,4.15,TRUE,nexsci
LTT 9779 b,0.166,0.061,0.095,0.42,0.09225,2348,1974,3.111,0.7921,0.6711,8,80.44,5443,4.35,TRUE,nexsci
Kepler-1514 c,0,0,0.005,0.1,0.00546,1268,1066,3.089,10.5142,3.7608,10.7,397.29,6145,4.29,TRUE,nexsci
Qatar-10 b,0.415,0.172,0.145,1.54,0.736,2322,1952,2.884,1.6453,2.772,11.4,559.07,6124,4.3,TRUE,nexsci
TOI-216.02,0,0.007,0.103,0.69,0.09439,735,618,2.696,17.089,2.062,10.2,177.94,5026,4.66,TRUE,nexsci
Kepler-1691 b,0,0,0.003,0.16,0.0127,1644,1382,3.068,3.8482,2.013,13.5,1267.67,6000,4.38,TRUE,nexsci
WASP-177 b,0.095,0.208,0.35,1.58,0.508,1364,1147,2.703,3.0717,1.6128,10.2,176.82,5017,4.49,TRUE,nexsci
HD 221416 b,0.049,0.089,0.203,0.84,0.19,1425,1199,2.829,14.2767,8.488,6,95.55,5080,3.58,TRUE,nexsci
WASP-181 b,0.032,0.068,0.17,1.18,0.299,1408,1184,2.723,4.5195,3.0648,11.4,437.5,5839,4.49,TRUE,nexsci
Qatar-9 b,0.058,0.115,0.043,1.01,1.19,1351,1136,3.462,1.5407,1.8672,11.1,213.77,4309,4.61,TRUE,nexsci
WASP-183 b,0.041,0.112,0.2,1.47,0.502,1320,1110,2.76,4.1118,2.016,11.2,325.38,5313,4.45,TRUE,nexsci
Kepler-47 d,,,,0.63,0.05984,375,315,2.575,187.366,,13.5,1025.02,5636,4.49,TRUE,nexsci
TOI-216.01,0,0.009,0.063,1.01,0.62927,581,488,3.187,34.556,5.514,10.2,177.94,5026,4.66,TRUE,nexsci
HD 21749 c,0,0.003,0.023,0.08,0.01164,838,705,3.654,7.7899,2.515,5.4,16.32,4640,4.61,TRUE,nexsci
Qatar-8 b,0.169,0.159,0.265,1.28,0.371,1730,1455,2.746,3.7149,4.0272,9.9,281.5,5738,4.21,TRUE,nexsci
HD 15337 c,0,0.003,0.051,0.21,0.02552,765,644,3.144,17.1784,2.232,7,44.82,5125,4.53,TRUE,nexsci
NGTS-4 b,0.019,0.011,0.018,0.28,0.06481,1961,1649,3.299,1.3374,1.8,11.1,280.56,5143,4.5,TRUE,nexsci
K2-133 e,0,0,0.014,0.15,0.0115,387,326,3.08,26.5841,1.44,10.3,75.17,3655,4.77,TRUE,nexsci
NGTS-5 b,0.024,0.077,0.231,1.14,0.229,1259,1058,2.643,3.357,2.21,11.6,306.78,4987,4.52,TRUE,nexsci
TOI-1685 b,0.007,0.013,0.059,0.15,0.01189,1282,1078,3.106,0.6691,0.9126,8.8,37.62,3434,4.85,TRUE,nexsci
TOI-125 c,0,0.005,0.059,0.25,0.02086,986,829,2.932,9.1506,2.9448,9,111.06,5320,4.52,TRUE,nexsci
HD 15337 b,0.002,0.007,0.029,0.15,0.02363,1193,1003,3.439,4.7561,2.5536,7,44.82,5125,4.53,TRUE,nexsci
K2-295 b,0.004,0.044,0.092,0.9,0.335,1004,844,3.014,4.0249,2.5104,11.1,232.8,4444,4.63,TRUE,nexsci
TOI-561 c,0,0.007,0.121,0.26,0.01699,972,817,2.805,10.779,3.77,8.4,85.8,5455,4.47,TRUE,nexsci
LP 714-47 b,0.001,0.021,0.09,0.42,0.09691,845,710,3.136,4.052,1.287,8.6,52.62,3950,4.64,TRUE,nexsci
K2-349 b,,,,0.12,0.0078,,518,3.106,9.0322,3.25,12.2,453.57,4385,4.78,TRUE,nexsci
Kepler-1700 b,0,0,0.006,0.26,0.0276,415,349,3.009,234.239,12.925,12.4,717.6,6031,4.41,TRUE,nexsci
Kepler-1694 b,0,0,0.004,0.1,0.00553,1169,983,3.095,3.8953,1.689,12.7,513.33,4954,4.59,TRUE,nexsci
WASP-87 b,,,,1.39,2.18,2751,2314,3.45,1.6828,,9.6,298.39,6450,4.16,TRUE,nexsci
EPIC 212737443 c,0,0,0.009,0.24,0.0242,416,349,3.018,65.55,4.608,12.2,336.25,4684,4.62,TRUE,nexsci
WASP-166 b,0.043,0.07,0.263,0.63,0.101,1514,1273,2.8,5.4435,3.6,8,114.17,6050,4.34,TRUE,nexsci
EPIC 248847494 b,0,0,0,1.11,13,218,183,4.418,3650,53.6,10.1,551.89,4898,3.52,TRUE,nexsci
HR 858 b,0.033,0.026,0.151,0.19,0.0157,1858,1562,3.051,3.586,2.7096,5.1,31.96,6201,4.26,TRUE,nexsci
HR 858 c,0.011,0.016,0.12,0.17,0.0139,1568,1318,3.061,5.9729,2.9016,5.1,31.96,6201,4.26,TRUE,nexsci
HR 858 d,0.004,0.013,0.122,0.19,0.0168,1270,1068,3.048,11.23,3.4344,5.1,31.96,6201,4.26,TRUE,nexsci
EPIC 212737443 b,0,0.001,0.012,0.23,0.0227,702,591,3.023,13.603,2.976,12.2,336.25,4684,4.62,TRUE,nexsci
LTT 1445 A b,0,0.003,0.233,0.12,0.00692,519,436,3.055,5.3588,1.3776,6.5,6.87,3337,4.97,TRUE,nexsci
HATS-55 b,0.041,0.051,0.04,1.25,0.921,1628,1369,3.164,4.2042,2.7838,12,609.84,6214,4.41,TRUE,nexsci
K2-43 c,,,,0.22,0.0203,,1094,3.033,2.1989,1.44,11.6,182.54,3841,4.68,TRUE,nexsci
HAT-P-69 b,0.492,0.235,0.056,1.68,3.58,2301,1935,3.5,4.7869,5.015,9.3,341.26,7394,4.11,TRUE,nexsci
K2-198 c,,,,0.13,0.00822,,1230,3.101,3.3596,,9.2,110.57,5213,4.6,TRUE,nexsci
K2-146 c,,,,0.2,0.02358,617,519,3.187,4.005,,11.4,79.3,3385,4.91,TRUE,nexsci
